target_batch,target_capability,project_id,project_name,dataset_role,source_file_path,source_page_or_section,source_table_or_figure,source_quote_or_cell,evidence_level,confidence,locked_status,writer_access_allowed,absorption_type,closure_level_supported,notes,file_type,table_id_or_title,page_or_section,table_title,table_footnote,contains_clinical_data,contains_statistical_values,contains_endpoint_data,contains_AE_data,contains_denominator_context,contains_subgroup_context,contains_followup_context,extraction_priority,expected_parser,manual_verification_needed
N,table_fulltext_extraction,PROJECT_039_鑫君特,039 鑫君特,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_039_鑫君特/01_CER_SOURCE_PACKAGE/CER/CER_242__SOTA-O1-1_1.pdf,,,,extracted_from_report,medium,calibration_only,yes,fixture,HEURISTIC_ONLY,,PDF,T_039_217,first_5_pages,CER_242__SOTA-O1-1_1.pdf,,yes,no,no,yes,yes,yes,no,high,pdfplumber,yes
N,table_fulltext_extraction,PROJECT_039_鑫君特,039 鑫君特,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_039_鑫君特/01_CER_SOURCE_PACKAGE/CER/CER_102__SOTA-C1-22_1.pdf,,,,extracted_from_report,medium,calibration_only,yes,fixture,HEURISTIC_ONLY,,PDF,T_039_218,first_5_pages,CER_102__SOTA-C1-22_1.pdf,,yes,yes,yes,yes,yes,yes,yes,high,pdfplumber,yes
N,table_fulltext_extraction,PROJECT_039_鑫君特,039 鑫君特,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_039_鑫君特/01_CER_SOURCE_PACKAGE/CER/CER_029__SOTA-PM1-5.pdf,,,,extracted_from_report,medium,calibration_only,yes,fixture,HEURISTIC_ONLY,,PDF,T_039_219,first_5_pages,CER_029__SOTA-PM1-5.pdf,,yes,yes,no,yes,yes,yes,yes,high,pdfplumber,yes
N,table_fulltext_extraction,PROJECT_039_鑫君特,039 鑫君特,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_039_鑫君特/01_CER_SOURCE_PACKAGE/CER/CER_087__SOTA-PM1-2_1.pdf,,,,extracted_from_report,medium,calibration_only,yes,fixture,HEURISTIC_ONLY,,PDF,T_039_220,first_5_pages,CER_087__SOTA-PM1-2_1.pdf,,yes,yes,yes,yes,yes,no,yes,high,pdfplumber,yes
N,table_fulltext_extraction,PROJECT_039_鑫君特,039 鑫君特,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_039_鑫君特/01_CER_SOURCE_PACKAGE/CER/CER_283__SOTA-P1-7.pdf,,,,extracted_from_report,medium,calibration_only,yes,fixture,HEURISTIC_ONLY,,PDF,T_039_221,first_5_pages,CER_283__SOTA-P1-7.pdf,,yes,no,yes,no,yes,no,yes,high,pdfplumber,yes
N,table_fulltext_extraction,PROJECT_039_鑫君特,039 鑫君特,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_039_鑫君特/01_CER_SOURCE_PACKAGE/CER/CER_236__SOTA-O1-1.pdf,,,,extracted_from_report,medium,calibration_only,yes,fixture,HEURISTIC_ONLY,,PDF,T_039_222,first_5_pages,CER_236__SOTA-O1-1.pdf,,yes,no,no,yes,yes,yes,no,high,pdfplumber,yes
N,table_fulltext_extraction,PROJECT_039_鑫君特,039 鑫君特,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_039_鑫君特/01_CER_SOURCE_PACKAGE/CER/CER_021__SOTA-PM1-2.pdf,,,,extracted_from_report,medium,calibration_only,yes,fixture,HEURISTIC_ONLY,,PDF,T_039_223,first_5_pages,CER_021__SOTA-PM1-2.pdf,,yes,yes,yes,yes,yes,no,yes,high,pdfplumber,yes
N,table_fulltext_extraction,PROJECT_039_鑫君特,039 鑫君特,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_039_鑫君特/01_CER_SOURCE_PACKAGE/CER/CER_073__SOTA-C1-22.pdf,,,,extracted_from_report,medium,calibration_only,yes,fixture,HEURISTIC_ONLY,,PDF,T_039_224,first_5_pages,CER_073__SOTA-C1-22.pdf,,yes,yes,yes,yes,yes,yes,yes,high,pdfplumber,yes
N,table_fulltext_extraction,PROJECT_039_鑫君特,039 鑫君特,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_039_鑫君特/01_CER_SOURCE_PACKAGE/CER/CER_360__0420 G-01 SXJT-TD-RK-201 Clinical Evaluation Plan.docx,,,,extracted_from_report,medium,calibration_only,yes,fixture,HEURISTIC_ONLY,,DOCX,T_039_225,full_document,CER_360__0420 G-01 SXJT-TD-RK-201 Clinical Evaluation Plan.docx,,yes,no,no,yes,yes,no,yes,high,python-docx,yes
N,table_fulltext_extraction,PROJECT_039_鑫君特,039 鑫君特,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_039_鑫君特/01_CER_SOURCE_PACKAGE/CER/CER_359__0420 G-01 SXJT-TD-RK-201 Clinical Evaluation Plan_1.docx,,,,extracted_from_report,medium,calibration_only,yes,fixture,HEURISTIC_ONLY,,DOCX,T_039_226,full_document,CER_359__0420 G-01 SXJT-TD-RK-201 Clinical Evaluation Plan_1.docx,,yes,no,no,yes,yes,no,yes,high,python-docx,yes
N,table_fulltext_extraction,PROJECT_039_鑫君特,039 鑫君特,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_039_鑫君特/01_CER_SOURCE_PACKAGE/CEP/CEP_043__G-01 SXJT-TD-RK-201 Clinical Evaluation Plan_1.docx,,,,extracted_from_report,medium,calibration_only,yes,fixture,HEURISTIC_ONLY,,DOCX,T_039_227,full_document,CEP_043__G-01 SXJT-TD-RK-201 Clinical Evaluation Plan_1.docx,,yes,no,no,yes,yes,no,yes,high,python-docx,yes
N,table_fulltext_extraction,PROJECT_039_鑫君特,039 鑫君特,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_039_鑫君特/01_CER_SOURCE_PACKAGE/CEP/CEP_024__20251117 G-01 SXJT-TD-RK-201 Clinical Evaluation Plan_1.docx,,,,extracted_from_report,medium,calibration_only,yes,fixture,HEURISTIC_ONLY,,DOCX,T_039_228,full_document,CEP_024__20251117 G-01 SXJT-TD-RK-201 Clinical Evaluation Plan_1.docx,,yes,no,no,yes,yes,no,yes,high,python-docx,yes
N,table_fulltext_extraction,PROJECT_039_鑫君特,039 鑫君特,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_039_鑫君特/01_CER_SOURCE_PACKAGE/CEP/CEP_052__G-01 SXJT-TD-RK-201 Clinical Evaluation Plan.docx,,,,extracted_from_report,medium,calibration_only,yes,fixture,HEURISTIC_ONLY,,DOCX,T_039_229,full_document,CEP_052__G-01 SXJT-TD-RK-201 Clinical Evaluation Plan.docx,,yes,no,no,yes,yes,no,yes,high,python-docx,yes
N,table_fulltext_extraction,PROJECT_039_鑫君特,039 鑫君特,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_039_鑫君特/01_CER_SOURCE_PACKAGE/CEP/CEP_032__G-01 SXJT-TD-RK-201 Clinical Evaluation Plan.docx,,,,extracted_from_report,medium,calibration_only,yes,fixture,HEURISTIC_ONLY,,DOCX,T_039_230,full_document,CEP_032__G-01 SXJT-TD-RK-201 Clinical Evaluation Plan.docx,,yes,no,no,yes,yes,no,yes,high,python-docx,yes
N,table_fulltext_extraction,PROJECT_039_鑫君特,039 鑫君特,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_039_鑫君特/01_CER_SOURCE_PACKAGE/CEP/CEP_029__G-01 SXJT-TD-RK-201 Clinical Evaluation Plan_1.docx,,,,extracted_from_report,medium,calibration_only,yes,fixture,HEURISTIC_ONLY,,DOCX,T_039_231,full_document,CEP_029__G-01 SXJT-TD-RK-201 Clinical Evaluation Plan_1.docx,,yes,no,no,yes,yes,no,yes,high,python-docx,yes
N,table_fulltext_extraction,PROJECT_039_鑫君特,039 鑫君特,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_039_鑫君特/01_CER_SOURCE_PACKAGE/CEP/CEP_047__G-01 SXJT-TD-RK-201 Clinical Evaluation Plan_1.docx,,,,extracted_from_report,medium,calibration_only,yes,fixture,HEURISTIC_ONLY,,DOCX,T_039_232,full_document,CEP_047__G-01 SXJT-TD-RK-201 Clinical Evaluation Plan_1.docx,,yes,no,no,yes,yes,no,yes,high,python-docx,yes
N,table_fulltext_extraction,PROJECT_039_鑫君特,039 鑫君特,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_039_鑫君特/01_CER_SOURCE_PACKAGE/CEP/CEP_028__G-01 SXJT-TD-RK-201 Clinical Evaluation Plan.docx,,,,extracted_from_report,medium,calibration_only,yes,fixture,HEURISTIC_ONLY,,DOCX,T_039_233,full_document,CEP_028__G-01 SXJT-TD-RK-201 Clinical Evaluation Plan.docx,,yes,no,no,yes,yes,no,yes,high,python-docx,yes
N,table_fulltext_extraction,PROJECT_039_鑫君特,039 鑫君特,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_039_鑫君特/01_CER_SOURCE_PACKAGE/CEP/CEP_048__G-01 SXJT-TD-RK-201 Clinical Evaluation Plan.docx,,,,extracted_from_report,medium,calibration_only,yes,fixture,HEURISTIC_ONLY,,DOCX,T_039_234,full_document,CEP_048__G-01 SXJT-TD-RK-201 Clinical Evaluation Plan.docx,,yes,no,no,yes,yes,no,yes,high,python-docx,yes
N,table_fulltext_extraction,PROJECT_039_鑫君特,039 鑫君特,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_039_鑫君特/01_CER_SOURCE_PACKAGE/CEP/CEP_026__G-01 SXJT-TD-RK-201 Clinical Evaluation Plan.docx,,,,extracted_from_report,medium,calibration_only,yes,fixture,HEURISTIC_ONLY,,DOCX,T_039_235,full_document,CEP_026__G-01 SXJT-TD-RK-201 Clinical Evaluation Plan.docx,,yes,no,no,yes,yes,no,yes,high,python-docx,yes
N,table_fulltext_extraction,PROJECT_039_鑫君特,039 鑫君特,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_039_鑫君特/01_CER_SOURCE_PACKAGE/CEP/CEP_049__G-01 SXJT-TD-RK-201 Clinical Evaluation Plan_1.docx,,,,extracted_from_report,medium,calibration_only,yes,fixture,HEURISTIC_ONLY,,DOCX,T_039_236,full_document,CEP_049__G-01 SXJT-TD-RK-201 Clinical Evaluation Plan_1.docx,,yes,no,no,yes,yes,no,yes,high,python-docx,yes
N,table_fulltext_extraction,PROJECT_039_鑫君特,039 鑫君特,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_039_鑫君特/01_CER_SOURCE_PACKAGE/CEP/CEP_027__G-01 SXJT-TD-RK-201 Clinical Evaluation Plan_1.docx,,,,extracted_from_report,medium,calibration_only,yes,fixture,HEURISTIC_ONLY,,DOCX,T_039_237,full_document,CEP_027__G-01 SXJT-TD-RK-201 Clinical Evaluation Plan_1.docx,,yes,no,no,yes,yes,no,yes,high,python-docx,yes
N,table_fulltext_extraction,PROJECT_039_鑫君特,039 鑫君特,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_039_鑫君特/01_CER_SOURCE_PACKAGE/CEP/CEP_022__20251117 G-01 SXJT-TD-RK-201 Clinical Evaluation Plan_1.docx,,,,extracted_from_report,medium,calibration_only,yes,fixture,HEURISTIC_ONLY,,DOCX,T_039_238,full_document,CEP_022__20251117 G-01 SXJT-TD-RK-201 Clinical Evaluation Plan_1.docx,,yes,no,no,yes,yes,no,yes,high,python-docx,yes
N,table_fulltext_extraction,PROJECT_039_鑫君特,039 鑫君特,calibration,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_039_鑫君特/01_CER_SOURCE_PACKAGE/CEP/CEP_036__G-01 SXJT-TD-RK-201 Clinical Evaluation Plan.docx,,,,extracted_from_report,medium,calibration_only,yes,fixture,HEURISTIC_ONLY,,DOCX,T_039_239,full_document,CEP_036__G-01 SXJT-TD-RK-201 Clinical Evaluation Plan.docx,,yes,no,no,yes,yes,no,yes,high,python-docx,yes
N,table_fulltext_extraction,PROJECT_002_上海博动,002 上海博动,stress,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_002_上海博动/01_CER_SOURCE_PACKAGE/CER/CER_019__ISO certificate_AVALDATA.pdf,,,,extracted_from_report,medium,open_input,yes,fixture,HEURISTIC_ONLY,,PDF,T_002_240,first_5_pages,CER_019__ISO certificate_AVALDATA.pdf,,maybe,no,no,no,no,no,no,medium,pdfplumber,yes
N,table_fulltext_extraction,PROJECT_002_上海博动,002 上海博动,stress,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_002_上海博动/01_CER_SOURCE_PACKAGE/CER/CER_018__ISO certificate_AVALDATA.pdf,,,,extracted_from_report,medium,open_input,yes,fixture,HEURISTIC_ONLY,,PDF,T_002_241,first_5_pages,CER_018__ISO certificate_AVALDATA.pdf,,maybe,no,no,no,no,no,no,medium,pdfplumber,yes
N,table_fulltext_extraction,PROJECT_002_上海博动,002 上海博动,stress,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_002_上海博动/01_CER_SOURCE_PACKAGE/CER/CER_023__ISO certificate_AVALDATA.pdf,,,,extracted_from_report,medium,open_input,yes,fixture,HEURISTIC_ONLY,,PDF,T_002_242,first_5_pages,CER_023__ISO certificate_AVALDATA.pdf,,maybe,no,no,no,no,no,no,medium,pdfplumber,yes
N,table_fulltext_extraction,PROJECT_002_上海博动,002 上海博动,stress,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_002_上海博动/01_CER_SOURCE_PACKAGE/CER/CER_028__07-02  Clinical evaluation report.pdf,,,,extracted_from_report,medium,open_input,yes,fixture,HEURISTIC_ONLY,,PDF,T_002_243,first_5_pages,CER_028__07-02  Clinical evaluation report.pdf,,yes,no,no,no,no,no,no,high,pdfplumber,yes
N,table_fulltext_extraction,PROJECT_002_上海博动,002 上海博动,stress,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_002_上海博动/01_CER_SOURCE_PACKAGE/CEP/CEP_005__07-01 Clinical evaluation plan.pdf,,,,extracted_from_report,medium,open_input,yes,fixture,HEURISTIC_ONLY,,PDF,T_002_244,first_5_pages,CEP_005__07-01 Clinical evaluation plan.pdf,,yes,no,no,yes,no,no,no,high,pdfplumber,yes
N,table_fulltext_extraction,PROJECT_002_上海博动,002 上海博动,stress,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_002_上海博动/01_CER_SOURCE_PACKAGE/SOTA_LITERATURE/SOTA_002__13 Coronary Computed Tomography Angiography From Clinical Uses to Emerging Technologies JACC State-of-the-Art Review.pdf,,,,extracted_from_report,medium,open_input,yes,fixture,HEURISTIC_ONLY,,PDF,T_002_245,first_5_pages,SOTA_002__13 Coronary Computed Tomography Angiography From Clinical Uses to Emerging Technologies JA,,yes,no,no,yes,no,no,no,high,pdfplumber,yes
N,table_fulltext_extraction,PROJECT_002_上海博动,002 上海博动,stress,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_002_上海博动/01_CER_SOURCE_PACKAGE/SOTA_LITERATURE/SOTA_003__14 The Impact of Coronary Physiology on Contemporary Clinical Decision Making.pdf,,,,extracted_from_report,medium,open_input,yes,fixture,HEURISTIC_ONLY,,PDF,T_002_246,first_5_pages,SOTA_003__14 The Impact of Coronary Physiology on Contemporary Clinical Decision Making.pdf,,yes,no,no,no,no,yes,no,high,pdfplumber,yes
N,table_fulltext_extraction,PROJECT_002_上海博动,002 上海博动,stress,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_002_上海博动/01_CER_SOURCE_PACKAGE/CER/CER_036__07-02  Clinical evaluation report 1-24.docx,,,,extracted_from_report,medium,open_input,yes,fixture,HEURISTIC_ONLY,,DOCX,T_002_247,full_document,CER_036__07-02  Clinical evaluation report 1-24.docx,,yes,no,no,yes,yes,yes,yes,high,python-docx,yes
N,table_fulltext_extraction,PROJECT_002_上海博动,002 上海博动,stress,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_002_上海博动/01_CER_SOURCE_PACKAGE/CER/CER_040__Clinical evaluation report 20221014.docx,,,,extracted_from_report,medium,open_input,yes,fixture,HEURISTIC_ONLY,,DOCX,T_002_248,full_document,CER_040__Clinical evaluation report 20221014.docx,,yes,no,yes,yes,yes,yes,yes,high,python-docx,yes
N,table_fulltext_extraction,PROJECT_002_上海博动,002 上海博动,stress,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_002_上海博动/01_CER_SOURCE_PACKAGE/CER/CER_041__Clinical evaluation report 20221014.docx,,,,extracted_from_report,medium,open_input,yes,fixture,HEURISTIC_ONLY,,DOCX,T_002_249,full_document,CER_041__Clinical evaluation report 20221014.docx,,yes,no,yes,yes,yes,yes,yes,high,python-docx,yes
N,table_fulltext_extraction,PROJECT_002_上海博动,002 上海博动,stress,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_002_上海博动/01_CER_SOURCE_PACKAGE/CER/CER_033__07-02  Clinical evaluation report .docx,,,,extracted_from_report,medium,open_input,yes,fixture,HEURISTIC_ONLY,,DOCX,T_002_250,full_document,CER_033__07-02  Clinical evaluation report .docx,,yes,no,no,yes,yes,yes,yes,high,python-docx,yes
N,table_fulltext_extraction,PROJECT_002_上海博动,002 上海博动,stress,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_002_上海博动/01_CER_SOURCE_PACKAGE/SOTA_LITERATURE/SOTA_025__Literature search protocol and report - SOTA - 20220914.docx,,,,extracted_from_report,medium,open_input,yes,fixture,HEURISTIC_ONLY,,DOCX,T_002_251,full_document,SOTA_025__Literature search protocol and report - SOTA - 20220914.docx,,yes,no,no,yes,yes,no,yes,high,python-docx,yes
N,table_fulltext_extraction,PROJECT_002_上海博动,002 上海博动,stress,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_002_上海博动/01_CER_SOURCE_PACKAGE/SOTA_LITERATURE/SOTA_023__Literature search protocol and report - SOTA - 20220914.docx,,,,extracted_from_report,medium,open_input,yes,fixture,HEURISTIC_ONLY,,DOCX,T_002_252,full_document,SOTA_023__Literature search protocol and report - SOTA - 20220914.docx,,yes,no,no,yes,yes,no,yes,high,python-docx,yes
N,table_fulltext_extraction,PROJECT_002_上海博动,002 上海博动,stress,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_002_上海博动/01_CER_SOURCE_PACKAGE/SOTA_LITERATURE/SOTA_021__07-02 Annex1 Literature search protocol and report_1-23.docx,,,,extracted_from_report,medium,open_input,yes,fixture,HEURISTIC_ONLY,,DOCX,T_002_253,full_document,SOTA_021__07-02 Annex1 Literature search protocol and report_1-23.docx,,yes,no,no,yes,yes,no,yes,high,python-docx,yes
N,table_fulltext_extraction,PROJECT_002_上海博动,002 上海博动,stress,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_002_上海博动/01_CER_SOURCE_PACKAGE/SOTA_LITERATURE/SOTA_026__Literature search protocol and report - SOTA - 20220929.docx,,,,extracted_from_report,medium,open_input,yes,fixture,HEURISTIC_ONLY,,DOCX,T_002_254,full_document,SOTA_026__Literature search protocol and report - SOTA - 20220929.docx,,yes,no,no,yes,yes,no,yes,high,python-docx,yes
N,table_fulltext_extraction,PROJECT_002_上海博动,002 上海博动,stress,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_002_上海博动/01_CER_SOURCE_PACKAGE/SOTA_LITERATURE/SOTA_024__Literature search protocol and report - SOTA - 20220929.docx,,,,extracted_from_report,medium,open_input,yes,fixture,HEURISTIC_ONLY,,DOCX,T_002_255,full_document,SOTA_024__Literature search protocol and report - SOTA - 20220929.docx,,yes,no,no,yes,yes,no,yes,high,python-docx,yes
N,table_fulltext_extraction,PROJECT_011_浙江景嘉,011 浙江景嘉,stress,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_011_浙江景嘉/01_CER_SOURCE_PACKAGE/CER/CER_1103__11 Safety data of injectable nonanimal stabilized hyaluronic acid gel for soft tissue augmentation.pdf,,,,extracted_from_report,medium,open_input,yes,fixture,HEURISTIC_ONLY,,PDF,T_011_256,first_5_pages,CER_1103__11 Safety data of injectable nonanimal stabilized hyaluronic acid gel for soft tissue augm,,yes,yes,yes,yes,yes,no,yes,high,pdfplumber,yes
N,table_fulltext_extraction,PROJECT_011_浙江景嘉,011 浙江景嘉,stress,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_011_浙江景嘉/01_CER_SOURCE_PACKAGE/CER/CER_195__CER Annex 1 Literature Search Protocol and Report-SOTA.pdf,,,,extracted_from_report,medium,open_input,yes,fixture,HEURISTIC_ONLY,,PDF,T_011_257,first_5_pages,CER_195__CER Annex 1 Literature Search Protocol and Report-SOTA.pdf,,yes,yes,no,yes,no,yes,yes,high,pdfplumber,yes
N,table_fulltext_extraction,PROJECT_011_浙江景嘉,011 浙江景嘉,stress,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_011_浙江景嘉/01_CER_SOURCE_PACKAGE/CER/CER_1082__5 Efficacy and safety of a hyaluronic acid filler.pdf,,,,extracted_from_report,medium,open_input,yes,fixture,HEURISTIC_ONLY,,PDF,T_011_258,first_5_pages,CER_1082__5 Efficacy and safety of a hyaluronic acid filler.pdf,,yes,yes,no,yes,no,no,yes,high,pdfplumber,yes
N,table_fulltext_extraction,PROJECT_011_浙江景嘉,011 浙江景嘉,stress,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_011_浙江景嘉/01_CER_SOURCE_PACKAGE/CER/CER_1121__12 Safety and Efficacy of a Volumizing Hyaluronic Acid Filler.pdf,,,,extracted_from_report,medium,open_input,yes,fixture,HEURISTIC_ONLY,,PDF,T_011_259,first_5_pages,CER_1121__12 Safety and Efficacy of a Volumizing Hyaluronic Acid Filler.pdf,,yes,yes,no,yes,yes,no,yes,high,pdfplumber,yes
N,table_fulltext_extraction,PROJECT_011_浙江景嘉,011 浙江景嘉,stress,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_011_浙江景嘉/01_CER_SOURCE_PACKAGE/CER/CER_403__CER Annex 1 Literature Search Protocol and Report-SOTA.pdf,,,,extracted_from_report,medium,open_input,yes,fixture,HEURISTIC_ONLY,,PDF,T_011_260,first_5_pages,CER_403__CER Annex 1 Literature Search Protocol and Report-SOTA.pdf,,yes,yes,no,yes,no,yes,yes,high,pdfplumber,yes
N,table_fulltext_extraction,PROJECT_011_浙江景嘉,011 浙江景嘉,stress,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_011_浙江景嘉/01_CER_SOURCE_PACKAGE/CER/CER_280__CER Annex 1 Literature Search Protocol and Report-SOTA.pdf,,,,extracted_from_report,medium,open_input,yes,fixture,HEURISTIC_ONLY,,PDF,T_011_261,first_5_pages,CER_280__CER Annex 1 Literature Search Protocol and Report-SOTA.pdf,,yes,yes,no,yes,no,yes,yes,high,pdfplumber,yes
N,table_fulltext_extraction,PROJECT_011_浙江景嘉,011 浙江景嘉,stress,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_011_浙江景嘉/01_CER_SOURCE_PACKAGE/CER/CER_218__3.1 Clinical trial protocol(i)-2007-Shanghai Jiaotong-CN.pdf,,,,extracted_from_report,medium,open_input,yes,fixture,HEURISTIC_ONLY,,PDF,T_011_262,first_5_pages,CER_218__3.1 Clinical trial protocol(i)-2007-Shanghai Jiaotong-CN.pdf,,maybe,no,no,no,no,no,no,medium,pdfplumber,yes
N,table_fulltext_extraction,PROJECT_011_浙江景嘉,011 浙江景嘉,stress,/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_011_浙江景嘉/01_CER_SOURCE_PACKAGE/CER/CER_097__3.1 Clinical trial protocol(i)-2007-Shanghai Jiaotong-CN.pdf,,,,extracted_from_report,medium,open_input,yes,fixture,HEURISTIC_ONLY,,PDF,T_011_263,first_5_pages,CER_097__3.1 Clinical trial protocol(i)-2007-Shanghai Jiaotong-CN.pdf,,maybe,no,no,no,no,no,no,medium,pdfplumber,yes
N,table_fulltext_extraction,PROJECT_011_浙江景嘉,011 浙江景嘉,stress,"/Users/winstonwei/CER-RAG/Source/项目文件夹_L1_CER_NB_PROJECTS_FOR_DEERFLOW/PROJECT_011_浙江景嘉/01_CER_SOURCE_PACKAGE/CER/CER_174__3. Clinical trial protocol (i, ii, iii)-2005CN.pdf",,,,extracted_from_report,medium,open_input,yes,fixture,HEURISTIC_ONLY,,PDF,T_011_264,first_5_pages,"CER_174__3. Clinical trial protocol (i, ii, iii)-2005CN.pdf",,maybe,no,no,no,no,no,no,medium,pdfplumber,yes
